"year";"plot";"subplot";"focal";"distance";"neigh_intra";"neigh_inter";"edge"
2016;7;"D6";"LEMA";"d1";0;0;TRUE
2016;7;"E1";"LEMA";"d1";1;0;TRUE
2016;7;"E2";"LEMA";"d1";0;0;FALSE
2016;7;"E3";"LEMA";"d1";0;0;FALSE
2016;7;"E4";"LEMA";"d1";1;0;FALSE
2016;7;"E5";"LEMA";"d1";0;0;FALSE
2016;7;"E6";"LEMA";"d1";0;0;TRUE
2016;7;"F1";"LEMA";"d1";0;0;TRUE
2016;7;"F3";"LEMA";"d1";0;0;TRUE
2016;7;"F5";"LEMA";"d1";0;0;TRUE
2016;7;"F6";"LEMA";"d1";0;0;TRUE
2016;8;"A1";"LEMA";"d1";0;0;TRUE
2016;8;"A2";"LEMA";"d1";0;0;TRUE
2016;8;"A4";"LEMA";"d1";0;0;TRUE
2016;8;"A5";"LEMA";"d1";0;0;TRUE
2016;8;"A6";"LEMA";"d1";0;0;TRUE
2016;8;"B3";"LEMA";"d1";0;0;FALSE
2016;8;"C2";"LEMA";"d1";0;0;FALSE
2016;8;"C3";"LEMA";"d1";0;0;FALSE
2016;8;"C4";"LEMA";"d1";0;0;FALSE
2016;8;"C5";"LEMA";"d1";0;0;FALSE
2016;8;"D3";"LEMA";"d1";0;0;FALSE
2016;8;"D4";"LEMA";"d1";0;0;FALSE
2016;8;"D5";"LEMA";"d1";0;0;FALSE
2016;8;"E2";"LEMA";"d1";0;0;FALSE
2016;8;"E3";"LEMA";"d1";0;0;FALSE
2016;8;"F1";"LEMA";"d1";0;0;TRUE
2016;8;"F5";"LEMA";"d1";0;0;TRUE
2016;8;"F6";"LEMA";"d1";0;0;TRUE
2016;9;"A2";"LEMA";"d1";1;0;TRUE
2016;9;"B5";"LEMA";"d1";0;0;FALSE
2016;9;"C1";"LEMA";"d1";0;0;TRUE
2016;9;"C2";"LEMA";"d1";0;0;FALSE
2016;9;"C3";"LEMA";"d1";0;0;FALSE
2016;9;"D1";"LEMA";"d1";0;0;TRUE
2016;9;"D3";"LEMA";"d1";0;0;FALSE
2016;9;"E1";"LEMA";"d1";0;0;TRUE
2016;9;"E2";"LEMA";"d1";0;0;FALSE
2016;9;"E3";"LEMA";"d1";0;0;FALSE
2016;9;"E4";"LEMA";"d1";0;0;FALSE
2016;9;"E6";"LEMA";"d1";0;0;TRUE
2016;9;"F1";"LEMA";"d1";0;0;TRUE
2016;9;"F3";"LEMA";"d1";0;0;TRUE
2016;9;"F5";"LEMA";"d1";0;0;TRUE
2017;1;"A1";"CHFU";"d1";0;0;TRUE
2017;1;"A1";"LEMA";"d1";0;0;TRUE
2017;1;"A2";"LEMA";"d1";0;0;TRUE
2017;1;"A3";"CHFU";"d1";0;1;TRUE
2017;1;"A3";"LEMA";"d1";1;0;TRUE
2017;1;"A4";"CHFU";"d1";1;2;TRUE
2017;1;"A4";"LEMA";"d1";0;0;TRUE
2017;1;"A5";"CHFU";"d1";0;1;TRUE
2017;1;"A5";"LEMA";"d1";1;0;TRUE
2017;1;"A6";"LEMA";"d1";2;0;TRUE
2017;1;"B1";"CHFU";"d1";0;2;TRUE
2017;1;"B1";"LEMA";"d1";3;0;TRUE
2017;1;"B2";"CHFU";"d1";0;1;FALSE
2017;1;"B2";"LEMA";"d1";3;0;FALSE
2017;1;"B3";"CHFU";"d1";0;0;FALSE
2017;1;"B3";"LEMA";"d1";1;0;FALSE
2017;1;"B4";"CHFU";"d1";0;0;FALSE
2017;1;"B4";"LEMA";"d1";2;0;FALSE
2017;1;"B5";"CHFU";"d1";1;2;FALSE
2017;1;"B5";"LEMA";"d1";1;0;FALSE
2017;1;"B6";"CHFU";"d1";1;1;TRUE
2017;1;"B6";"LEMA";"d1";1;0;TRUE
2017;1;"C1";"CHFU";"d1";0;1;TRUE
2017;1;"C1";"LEMA";"d1";3;0;TRUE
2017;1;"C2";"LEMA";"d1";2;0;FALSE
2017;1;"C3";"CHFU";"d1";1;1;FALSE
2017;1;"C3";"LEMA";"d1";1;0;FALSE
2017;1;"C4";"CHFU";"d1";1;1;FALSE
2017;1;"C4";"LEMA";"d1";2;1;FALSE
2017;1;"C5";"CHFU";"d1";0;1;FALSE
2017;1;"C5";"LEMA";"d1";1;0;FALSE
2017;1;"C6";"CHFU";"d1";1;2;TRUE
2017;1;"C6";"LEMA";"d1";0;0;TRUE
2017;1;"D1";"CHFU";"d1";0;1;TRUE
2017;1;"D1";"LEMA";"d1";3;0;TRUE
2017;1;"D2";"CHFU";"d1";0;3;FALSE
2017;1;"D2";"LEMA";"d1";2;1;FALSE
2017;1;"D3";"CHFU";"d1";0;2;FALSE
2017;1;"D3";"LEMA";"d1";1;0;FALSE
2017;1;"D4";"CHFU";"d1";1;2;FALSE
2017;1;"D4";"LEMA";"d1";1;1;FALSE
2017;1;"D5";"CHFU";"d1";0;2;FALSE
2017;1;"D5";"LEMA";"d1";3;2;FALSE
2017;1;"D6";"CHFU";"d1";0;2;TRUE
2017;1;"D6";"LEMA";"d1";0;1;TRUE
2017;1;"E1";"CHFU";"d1";0;3;TRUE
2017;1;"E1";"LEMA";"d1";1;0;TRUE
2017;1;"E2";"CHFU";"d1";1;3;FALSE
2017;1;"E2";"LEMA";"d1";4;0;FALSE
2017;1;"E3";"CHFU";"d1";1;3;FALSE
2017;1;"E3";"LEMA";"d1";5;0;FALSE
2017;1;"E4";"CHFU";"d1";0;4;FALSE
2017;1;"E4";"LEMA";"d1";3;0;FALSE
2017;1;"E5";"CHFU";"d1";1;1;FALSE
2017;1;"E5";"LEMA";"d1";3;0;FALSE
2017;1;"E6";"CHFU";"d1";0;3;TRUE
2017;1;"E6";"LEMA";"d1";4;0;TRUE
2017;1;"F1";"LEMA";"d1";2;0;TRUE
2017;1;"F2";"CHFU";"d1";0;4;TRUE
2017;1;"F2";"LEMA";"d1";3;0;TRUE
2017;1;"F3";"CHFU";"d1";0;2;TRUE
2017;1;"F3";"LEMA";"d1";3;0;TRUE
2017;1;"F4";"CHFU";"d1";0;3;TRUE
2017;1;"F4";"LEMA";"d1";1;0;TRUE
2017;1;"F5";"CHFU";"d1";1;3;TRUE
2017;1;"F5";"LEMA";"d1";3;0;TRUE
2017;1;"F6";"CHFU";"d1";2;3;TRUE
