"Day";"Month";"plot";"subplot";"vis";"Plant";"individuals";"seed";"fruit";"flowers";"x_coor2";"y_coor2";"flowers2";"visits.flower";"seed.indv";"unique_id";"Bee";"Beetle";"Butterfly";"Fly";"<NA>";"distance";"n_neighbors";"n_neighbors_total";"distance_total";"n_neighbors_inter";"n_neighbors_intra"
NA;NA;8;"E5";0;"SOAS";7;220;4;NA;278,5;274,5;NA;NA;880;"8_E5_SOAS_NA";0;0;0;0;0,01;"c";1575;1575;"c";1575;51
NA;NA;8;"E5";0;"SPRU";1;1152;48;NA;278,5;274,5;NA;NA;55296;"8_E5_SPRU_NA";0;0;0;0;0,01;"c";1607;1607;"c";1607;19
NA;NA;9;"B2";0;"CETE";4;2664;24;NA;314;286;NA;NA;63936;"9_B2_CETE_NA";0;0;0;0;0,01;"c";484;484;"c";484;15
NA;NA;9;"B2";0;"SCLA";27;279;9;NA;314;286;NA;NA;2511;"9_B2_SCLA_NA";0;0;0;0;0,01;"c";379;379;"c";379;120
NA;NA;9;"B2";0;"SOAS";7;990;18;NA;314;286;NA;NA;17820;"9_B2_SOAS_NA";0;0;0;0;0,01;"c";343;343;"c";343;156
NA;NA;9;"B3";0;"BEMA";1;16;4;NA;314;287,5;NA;NA;64;"9_B3_BEMA_NA";0;0;0;0;0,01;"c";498;498;"c";498;14
NA;NA;9;"B3";0;"CETE";6;555;5;NA;314;287,5;NA;NA;2775;"9_B3_CETE_NA";0;0;0;0;0,01;"c";496;496;"c";496;16
NA;NA;9;"B3";0;"SCLA";16;186;6;NA;314;287,5;NA;NA;1116;"9_B3_SCLA_NA";0;0;0;0;0,01;"c";377;377;"c";377;135
NA;NA;9;"B4";0;"BEMA";1;12;3;NA;314;289;NA;NA;36;"9_B4_BEMA_NA";0;0;0;0;0,01;"c";520;520;"c";520;16
NA;NA;9;"B4";0;"CETE";2;1332;12;NA;314;289;NA;NA;15984;"9_B4_CETE_NA";0;0;0;0;0,01;"c";515;515;"c";515;21
NA;NA;9;"B4";1;"CHMI";1;70;5;NA;314;289;NA;NA;350;"9_B4_CHMI_NA";0;0;0;0;1;"c";530;530;"c";530;6
NA;NA;9;"B4";0;"SCLA";20;155;5;NA;314;289;NA;NA;775;"9_B4_SCLA_NA";0;0;0;0;0,01;"c";388;388;"c";388;148
NA;NA;9;"B4";0;"SOAS";36;1155;21;NA;314;289;NA;NA;24255;"9_B4_SOAS_NA";0;0;0;0;0,01;"c";343;343;"c";343;193
NA;NA;9;"B5";0;"CETE";1;1110;10;NA;314;290,5;NA;NA;11100;"9_B5_CETE_NA";0;0;0;0;0,01;"c";546;546;"c";546;30
NA;NA;9;"B5";0;"CHFU";2;64;2;NA;314;290,5;NA;NA;128;"9_B5_CHFU_NA";0;0;0;0;0,01;"c";556;556;"c";556;20
NA;NA;9;"B5";0;"SCLA";22;93;3;NA;314;290,5;NA;NA;279;"9_B5_SCLA_NA";0;0;0;0;0,01;"c";446;446;"c";446;130
NA;NA;9;"B5";0;"SOAS";22;825;15;NA;314;290,5;NA;NA;12375;"9_B5_SOAS_NA";0;0;0;0;0,01;"c";344;344;"c";344;232
NA;NA;9;"C2";0;"CETE";3;703;6,33333333333333;NA;315,5;286;NA;NA;4452,33333333333;"9_C2_CETE_NA";0;0;0;0;0,01;"c";509;509;"c";509;38
NA;NA;9;"C2";0;"SCLA";4;155;5;NA;315,5;286;NA;NA;775;"9_C2_SCLA_NA";0;0;0;0;0,01;"c";462;462;"c";462;85
NA;NA;9;"C2";0;"SOAS";27;1430;26;NA;315,5;286;NA;NA;37180;"9_C2_SOAS_NA";0;0;0;0;0,01;"c";425;425;"c";425;122
NA;NA;9;"C3";2;"BEMA";8;24;6;NA;315,5;287,5;NA;NA;144;"9_C3_BEMA_NA";0;0;0;0;2;"c";514;514;"c";514;29
NA;NA;9;"C3";0;"SOAS";21;1045;19;NA;315,5;287,5;NA;NA;19855;"9_C3_SOAS_NA";0;0;0;0;0,01;"c";394;394;"c";394;149
NA;NA;9;"C4";0;"SCLA";15;248;8;NA;315,5;289;NA;NA;1984;"9_C4_SCLA_NA";0;0;0;0;0,01;"c";479;479;"c";479;104
NA;NA;9;"C4";0;"SOAS";24;770;14;NA;315,5;289;NA;NA;10780;"9_C4_SOAS_NA";0;0;0;0;0,01;"c";409;409;"c";409;174
NA;NA;9;"C5";0;"SCLA";19;124;4;NA;315,5;290,5;NA;NA;496;"9_C5_SCLA_NA";0;0;0;0;0,01;"c";499;499;"c";499;112
NA;NA;9;"C5";0;"SOAS";30;220;4;NA;315,5;290,5;NA;NA;880;"9_C5_SOAS_NA";0;0;0;0;0,01;"c";415;415;"c";415;196
NA;NA;9;"D2";0;"BEMA";10;16;4;NA;317;286;NA;NA;64;"9_D2_BEMA_NA";0;0;0;0;0,01;"c";598;598;"c";598;61
NA;NA;9;"D2";0;"CETE";11;1110;10;NA;317;286;NA;NA;11100;"9_D2_CETE_NA";0;0;0;0;0,01;"c";619;619;"c";619;40
NA;NA;9;"D2";0;"PUPA";2;161;7;NA;317;286;NA;NA;1127;"9_D2_PUPA_NA";0;0;0;0;0,01;"c";640;640;"c";640;19
NA;NA;9;"D2";0;"SOAS";13;1540;28;NA;317;286;NA;NA;43120;"9_D2_SOAS_NA";0;0;0;0;0,01;"c";538;538;"c";538;121
NA;NA;9;"D3";0;"BEMA";14;48;12;NA;317;287,5;NA;NA;576;"9_D3_BEMA_NA";0;0;0;0;0,01;"c";550;550;"c";550;44
NA;NA;9;"D3";0;"CETE";12;1221;11;NA;317;287,5;NA;NA;13431;"9_D3_CETE_NA";0;0;0;0;0,01;"c";560;560;"c";560;34
NA;NA;9;"D3";0;"SOAS";9;880;16;NA;317;287,5;NA;NA;14080;"9_D3_SOAS_NA";0;0;0;0;0,01;"c";468;468;"c";468;126
NA;NA;9;"D4";0;"CETE";1;333;3;NA;317;289;NA;NA;999;"9_D4_CETE_NA";0;0;0;0;0,01;"c";576;576;"c";576;43
NA;NA;9;"D5";0;"BEMA";4;56;14;NA;317;290,5;NA;NA;784;"9_D5_BEMA_NA";0;0;0;0;0,01;"c";588;588;"c";588;28
NA;NA;9;"D5";0;"CETE";6;555;5;NA;317;290,5;NA;NA;2775;"9_D5_CETE_NA";0;0;0;0;0,01;"c";589;589;"c";589;27
NA;NA;9;"D5";1;"LEMA";8;720;15;NA;317;290,5;NA;NA;10800;"9_D5_LEMA_NA";0;0;0;0;1;"c";546;546;"c";546;70
NA;NA;9;"D5";1;"PUPA";7;48;4;NA;317;290,5;NA;NA;192;"9_D5_PUPA_NA";0;0;0;0;1;"c";600;600;"c";600;16
NA;NA;9;"D5";0;"SCLA";21;558;18;NA;317;290,5;NA;NA;10044;"9_D5_SCLA_NA";0;0;0;0;0,01;"c";539;539;"c";539;77
NA;NA;9;"D5";0;"SOAS";23;1485;27;NA;317;290,5;NA;NA;40095;"9_D5_SOAS_NA";0;0;0;0;0,01;"c";432;432;"c";432;184
NA;NA;9;"E2";0;"BEMA";4;72;18;NA;318,5;286;NA;NA;1296;"9_E2_BEMA_NA";0;0;0;0;0,01;"c";653;653;"c";653;63
NA;NA;9;"E2";0;"PUPA";1;483;21;NA;318,5;286;NA;NA;10143;"9_E2_PUPA_NA";0;0;0;0;0,01;"c";681;681;"c";681;35
NA;NA;9;"E2";0;"SOAS";3;110;2;NA;318,5;286;NA;NA;220;"9_E2_SOAS_NA";0;0;0;0;0,01;"c";655;655;"c";655;61
NA;NA;9;"E2";0;"SPRU";35;432;18;NA;318,5;286;NA;NA;7776;"9_E2_SPRU_NA";0;0;0;0;0,01;"c";587;587;"c";587;129
NA;NA;9;"E3";0;"BEMA";8;24;6;NA;318,5;287,5;NA;NA;144;"9_E3_BEMA_NA";0;0;0;0;0,01;"c";619;619;"c";619;47
NA;NA;9;"E3";0;"CETE";6;777;7;NA;318,5;287,5;NA;NA;5439;"9_E3_CETE_NA";0;0;0;0;0,01;"c";631;631;"c";631;35
NA;NA;9;"E3";0;"SOAS";7;275;5;NA;318,5;287,5;NA;NA;1375;"9_E3_SOAS_NA";0;0;0;0;0,01;"c";605;605;"c";605;61
NA;NA;9;"E4";0;"BEMA";9;32;8;NA;318,5;289;NA;NA;256;"9_E4_BEMA_NA";0;0;0;0;0,01;"c";634;634;"c";634;60
NA;NA;9;"E4";0;"CETE";8;2053,5;18,5;NA;318,5;289;NA;NA;37989,75;"9_E4_CETE_NA";0;0;0;0;0,01;"c";639;639;"c";639;55
NA;NA;9;"E4";0;"SCLA";1;527;17;NA;318,5;289;NA;NA;8959;"9_E4_SCLA_NA";0;0;0;0;0,01;"c";669;669;"c";669;25
NA;NA;9;"E5";0;"BEMA";8;40;10;NA;318,5;290,5;NA;NA;400;"9_E5_BEMA_NA";0;0;0;0;0,01;"c";634;634;"c";634;46
NA;NA;9;"E5";0;"CETE";5;555;5;NA;318,5;290,5;NA;NA;2775;"9_E5_CETE_NA";0;0;0;0;0,01;"c";625;625;"c";625;55
NA;NA;9;"E5";0;"PUPA";3;218,5;9,5;NA;318,5;290,5;NA;NA;2075,75;"9_E5_PUPA_NA";0;0;0;0;0,01;"c";650;650;"c";650;30
NA;NA;9;"E5";0;"SCLA";4;155;5;NA;318,5;290,5;NA;NA;775;"9_E5_SCLA_NA";0;0;0;0;0,01;"c";618;618;"c";618;62
NA;NA;9;"E5";0;"SOAS";30;1320;24;NA;318,5;290,5;NA;NA;31680;"9_E5_SOAS_NA";0;0;0;0;0,01;"c";577;577;"c";577;103
13;2;8;"E3";NA;"BEMA";NA;NA;NA;0;278,5;271,5;0;NA;NA;"8_E3_BEMA_NA";0;0;0;0;0;"c";1216;1216;"c";1216;48
20;2;7;"C2";NA;"BEMA";NA;NA;NA;0;236,5;289;0;NA;NA;"7_C2_BEMA_NA";0;0;0;0;0;"c";1241;1241;"c";1241;46
26;2;2;"B2";NA;"CETE";NA;NA;NA;0;35;28;0;NA;NA;"2_B2_CETE_NA";0;0;0;0;0;"c";808;808;"c";808;93
13;2;9;"B3";NA;"CHFU";NA;NA;NA;1;314;287,5;1;NA;NA;"9_B3_CHFU_NA";0;0;0;0;0;"c";467;467;"c";467;45
13;2;9;"C2";NA;"CHFU";NA;NA;NA;1;315,5;286;1;NA;NA;"9_C2_CHFU_NA";0;0;0;0;0;"c";424;424;"c";424;123
13;2;9;"C3";NA;"CHFU";NA;NA;NA;1;315,5;287,5;1;NA;NA;"9_C3_CHFU_NA";0;0;0;0;0;"c";442;442;"c";442;101
13;2;9;"C4";NA;"CHFU";NA;NA;NA;1;315,5;289;1;NA;NA;"9_C4_CHFU_NA";0;0;0;0;0;"c";492;492;"c";492;91
13;2;9;"C5";NA;"CHFU";NA;NA;NA;1;315,5;290,5;1;NA;NA;"9_C5_CHFU_NA";0;0;0;0;0;"c";559;559;"c";559;52
26;2;2;"E2";NA;"CHFU";NA;NA;NA;15;39,5;28;15;NA;NA;"2_E2_CHFU_NA";0;0;0;0;0;"c";787;787;"c";787;2
5;3;8;"D2";NA;"CHFU";NA;NA;NA;19;277;270;19;NA;NA;"8_D2_CHFU_NA";0;0;0;0;0;"c";1702;1702;"c";1702;104
30;4;3;"B3";NA;"CHFU";NA;NA;NA;0;80;57,5;0;NA;NA;"3_B3_CHFU_NA";0;0;0;0;0;"c";1553;1553;"c";1553;21
30;4;3;"D4";NA;"CHFU";NA;NA;NA;0;83;59;0;NA;NA;"3_D4_CHFU_NA";0;0;0;0;0;"c";1401;1401;"c";1401;20
30;4;2;"B2";NA;"CHFU";NA;NA;NA;2;35;28;2;NA;NA;"2_B2_CHFU_NA";0;0;0;0;0;"c";867;867;"c";867;34
30;4;2;"B3";NA;"CHFU";NA;NA;NA;0;35;29,5;0;NA;NA;"2_B3_CHFU_NA";0;0;0;0;0;"c";958;958;"c";958;24
30;4;2;"D4";NA;"CHFU";NA;NA;NA;0;38;31;0;NA;NA;"2_D4_CHFU_NA";0;0;0;0;0;"c";838;838;"c";838;8
30;4;2;"C2";NA;"CHFU";NA;NA;NA;0;36,5;28;0;NA;NA;"2_C2_CHFU_NA";0;0;0;0;0;"c";795;795;"c";795;24
30;4;2;"E3";NA;"CHFU";NA;NA;NA;0;39,5;29,5;0;NA;NA;"2_E3_CHFU_NA";0;0;0;0;0;"c";708;708;"c";708;4
30;4;1;"B4";NA;"CHFU";NA;NA;NA;0;2;5;0;NA;NA;"1_B4_CHFU_NA";0;0;0;0;0;"c";492;492;"c";492;12
30;4;1;"E3";NA;"CHFU";NA;NA;NA;0;6,5;3,5;0;NA;NA;"1_E3_CHFU_NA";0;0;0;0;0;"c";612;612;"c";612;5
30;4;7;"E4";NA;"CHFU";NA;NA;NA;0;239,5;292;0;NA;NA;"7_E4_CHFU_NA";0;0;0;0;0;"c";1591;1591;"c";1591;2
30;4;8;"B5";NA;"CHFU";NA;NA;NA;0;274;274,5;0;NA;NA;"8_B5_CHFU_NA";0;0;0;0;0;"c";1716;1716;"c";1716;133
30;4;8;"B4";NA;"CHFU";NA;NA;NA;0;274;273;0;NA;NA;"8_B4_CHFU_NA";0;0;0;0;0;"c";1785;1785;"c";1785;79
30;4;8;"B2";NA;"CHFU";NA;NA;NA;0;274;270;0;NA;NA;"8_B2_CHFU_NA";0;0;0;0;0;"c";1494;1494;"c";1494;139
30;4;8;"C2";NA;"CHFU";NA;NA;NA;0;275,5;270;0;NA;NA;"8_C2_CHFU_NA";0;0;0;0;0;"c";1548;1548;"c";1548;96
30;4;8;"C4";NA;"CHFU";NA;NA;NA;0;275,5;273;0;NA;NA;"8_C4_CHFU_NA";0;0;0;0;0;"c";1633;1633;"c";1633;71
30;4;8;"C5";NA;"CHFU";NA;NA;NA;0;275,5;274,5;0;NA;NA;"8_C5_CHFU_NA";0;0;0;0;0;"c";1582;1582;"c";1582;109
30;4;8;"D5";NA;"CHFU";NA;NA;NA;0;277;274,5;0;NA;NA;"8_D5_CHFU_NA";0;0;0;0;0;"c";1638;1638;"c";1638;114
30;4;8;"D4";NA;"CHFU";NA;NA;NA;0;277;273;0;NA;NA;"8_D4_CHFU_NA";0;0;0;0;0;"c";1679;1679;"c";1679;78
30;4;8;"D3";NA;"CHFU";NA;NA;NA;0;277;271,5;0;NA;NA;"8_D3_CHFU_NA";0;0;0;0;0;"c";1446;1446;"c";1446;99
30;4;8;"E3";NA;"CHFU";NA;NA;NA;0;278,5;271,5;0;NA;NA;"8_E3_CHFU_NA";0;0;0;0;0;"c";1150;1150;"c";1150;114
30;4;9;"B2";NA;"CHFU";NA;NA;NA;0;314;286;0;NA;NA;"9_B2_CHFU_NA";0;0;0;0;0;"c";429;429;"c";429;70
30;4;9;"D5";NA;"CHFU";NA;NA;NA;0;317;290,5;0;NA;NA;"9_D5_CHFU_NA";0;0;0;0;0;"c";536;536;"c";536;80
30;4;9;"D3";NA;"CHFU";NA;NA;NA;19;317;287,5;19;NA;NA;"9_D3_CHFU_NA";0;0;0;0;0;"c";473;473;"c";473;121
30;4;9;"D2";NA;"CHFU";NA;NA;NA;0;317;286;0;NA;NA;"9_D2_CHFU_NA";0;0;0;0;0;"c";497;497;"c";497;162
30;4;9;"E2";NA;"CHFU";NA;NA;NA;17;318,5;286;17;NA;NA;"9_E2_CHFU_NA";0;0;0;0;0;"c";549;549;"c";549;167
30;4;9;"E3";NA;"CHFU";NA;NA;NA;5;318,5;287,5;5;NA;NA;"9_E3_CHFU_NA";0;0;0;0;0;"c";523;523;"c";523;143
30;4;9;"E4";NA;"CHFU";NA;NA;NA;0;318,5;289;0;NA;NA;"9_E4_CHFU_NA";0;0;0;0;0;"c";546;546;"c";546;148
30;4;9;"E5";NA;"CHFU";NA;NA;NA;2;318,5;290,5;2;NA;NA;"9_E5_CHFU_NA";0;0;0;0;0;"c";563;563;"c";563;117
13;2;1;"C5";NA;"LEMA";NA;NA;NA;0;3,5;6,5;0;NA;NA;"1_C5_LEMA_NA";0;0;0;0;0;"c";104;104;"c";104;441
13;2;2;"E2";NA;"LEMA";NA;NA;NA;0;39,5;28;0;NA;NA;"2_E2_LEMA_NA";0;0;0;0;0;"c";247;247;"c";247;542
13;2;2;"E3";NA;"LEMA";NA;NA;NA;0;39,5;29,5;0;NA;NA;"2_E3_LEMA_NA";0;0;0;0;0;"c";218;218;"c";218;494
13;2;2;"D4";NA;"LEMA";NA;NA;NA;0;38;31;0;NA;NA;"2_D4_LEMA_NA";0;0;0;0;0;"c";293;293;"c";293;553
13;2;8;"B5";NA;"LEMA";NA;NA;NA;0;274;274,5;0;NA;NA;"8_B5_LEMA_NA";0;0;0;0;0;"c";1680;1680;"c";1680;169
13;2;8;"B4";NA;"LEMA";NA;NA;NA;0;274;273;0;NA;NA;"8_B4_LEMA_NA";0;0;0;0;0;"c";1642;1642;"c";1642;222
13;2;8;"B3";NA;"LEMA";NA;NA;NA;0;274;271,5;0;NA;NA;"8_B3_LEMA_NA";0;0;0;0;0;"c";1387;1387;"c";1387;233
13;2;8;"B2";NA;"LEMA";NA;NA;NA;0;274;270;0;NA;NA;"8_B2_LEMA_NA";0;0;0;0;0;"c";1405;1405;"c";1405;228
13;2;8;"C2";NA;"LEMA";NA;NA;NA;0;275,5;270;0;NA;NA;"8_C2_LEMA_NA";0;0;0;0;0;"c";1354;1354;"c";1354;290
13;2;8;"C3";NA;"LEMA";NA;NA;NA;0;275,5;271,5;0;NA;NA;"8_C3_LEMA_NA";0;0;0;0;0;"c";1334;1334;"c";1334;299
13;2;8;"C4";NA;"LEMA";NA;NA;NA;0;275,5;273;0;NA;NA;"8_C4_LEMA_NA";0;0;0;0;0;"c";1486;1486;"c";1486;218
13;2;8;"C5";NA;"LEMA";NA;NA;NA;0;275,5;274,5;0;NA;NA;"8_C5_LEMA_NA";0;0;0;0;0;"c";1517;1517;"c";1517;174
13;2;8;"D4";NA;"LEMA";NA;NA;NA;0;277;273;0;NA;NA;"8_D4_LEMA_NA";0;0;0;0;0;"c";1566;1566;"c";1566;191
13;2;8;"D2";NA;"LEMA";NA;NA;NA;0;277;270;0;NA;NA;"8_D2_LEMA_NA";0;0;0;0;0;"c";1571;1571;"c";1571;235
13;2;8;"E3";NA;"LEMA";NA;NA;NA;0;278,5;271,5;0;NA;NA;"8_E3_LEMA_NA";0;0;0;0;0;"c";1099;1099;"c";1099;165
13;2;8;"E4";NA;"LEMA";NA;NA;NA;0;278,5;273;0;NA;NA;"8_E4_LEMA_NA";0;0;0;0;0;"c";1382;1382;"c";1382;143
13;2;9;"B3";NA;"LEMA";NA;NA;NA;0;314;287,5;0;NA;NA;"9_B3_LEMA_NA";0;0;0;0;0;"c";448;448;"c";448;64
13;2;9;"C2";NA;"LEMA";NA;NA;NA;0;315,5;286;0;NA;NA;"9_C2_LEMA_NA";0;0;0;0;0;"c";481;481;"c";481;66
13;2;9;"C3";NA;"LEMA";NA;NA;NA;0;315,5;287,5;0;NA;NA;"9_C3_LEMA_NA";0;0;0;0;0;"c";463;463;"c";463;80
13;2;9;"C4";NA;"LEMA";NA;NA;NA;0;315,5;289;0;NA;NA;"9_C4_LEMA_NA";0;0;0;0;0;"c";525;525;"c";525;58
13;2;9;"D3";NA;"LEMA";NA;NA;NA;0;317;287,5;0;NA;NA;"9_D3_LEMA_NA";0;0;0;0;0;"c";526;526;"c";526;68
13;2;9;"D2";NA;"LEMA";NA;NA;NA;0;317;286;0;NA;NA;"9_D2_LEMA_NA";0;0;0;0;0;"c";600;600;"c";600;59
13;2;9;"E2";NA;"LEMA";NA;NA;NA;0;318,5;286;0;NA;NA;"9_E2_LEMA_NA";0;0;0;0;0;"c";677;677;"c";677;39
13;2;9;"E3";NA;"LEMA";NA;NA;NA;0;318,5;287,5;0;NA;NA;"9_E3_LEMA_NA";0;0;0;0;0;"c";633;633;"c";633;33
13;2;9;"E4";NA;"LEMA";NA;NA;NA;0;318,5;289;0;NA;NA;"9_E4_LEMA_NA";0;0;0;0;0;"c";663;663;"c";663;31
13;2;9;"E5";NA;"LEMA";NA;NA;NA;0;318,5;290,5;0;NA;NA;"9_E5_LEMA_NA";0;0;0;0;0;"c";623;623;"c";623;57
20;2;9;"B2";NA;"LEMA";NA;NA;NA;0;314;286;0;NA;NA;"9_B2_LEMA_NA";0;0;0;0;0;"c";444;444;"c";444;55
20;2;7;"E4";NA;"LEMA";NA;NA;NA;0;239,5;292;0;NA;NA;"7_E4_LEMA_NA";0;0;0;0;0;"c";1235;1235;"c";1235;358
20;2;5;"D2";NA;"LEMA";NA;NA;NA;0;127;154;0;NA;NA;"5_D2_LEMA_NA";0;0;0;0;0;"c";572;572;"c";572;57
20;2;5;"B5";NA;"LEMA";NA;NA;NA;0;124;158,5;0;NA;NA;"5_B5_LEMA_NA";0;0;0;0;0;"c";620;620;"c";620;50
20;2;3;"B3";NA;"LEMA";NA;NA;NA;0;80;57,5;0;NA;NA;"3_B3_LEMA_NA";0;0;0;0;0;"c";1452;1452;"c";1452;122
20;2;3;"B2";NA;"LEMA";NA;NA;NA;0;80;56;0;NA;NA;"3_B2_LEMA_NA";0;0;0;0;0;"c";1481;1481;"c";1481;82
20;2;3;"C4";NA;"LEMA";NA;NA;NA;0;81,5;59;0;NA;NA;"3_C4_LEMA_NA";0;0;0;0;0;"c";1280;1280;"c";1280;176
20;2;3;"D3";NA;"LEMA";NA;NA;NA;0;83;57,5;0;NA;NA;"3_D3_LEMA_NA";0;0;0;0;0;"c";1418;1418;"c";1418;139
20;2;3;"E5";NA;"LEMA";NA;NA;NA;0;84,5;60,5;0;NA;NA;"3_E5_LEMA_NA";0;0;0;0;0;"c";956;956;"c";956;383
20;2;1;"C3";NA;"LEMA";NA;NA;NA;0;3,5;3,5;0;NA;NA;"1_C3_LEMA_NA";0;0;0;0;0;"c";132;132;"c";132;431
20;2;1;"D2";NA;"LEMA";NA;NA;NA;0;5;2;0;NA;NA;"1_D2_LEMA_NA";0;0;0;0;0;"c";143;143;"c";143;466
26;2;7;"D4";NA;"LEMA";NA;NA;NA;0;238;292;0;NA;NA;"7_D4_LEMA_NA";0;0;0;0;0;"c";1113;1113;"c";1113;348
26;2;7;"C3";NA;"LEMA";NA;NA;NA;0;236,5;290,5;0;NA;NA;"7_C3_LEMA_NA";0;0;0;0;0;"c";1305;1305;"c";1305;265
26;2;5;"C2";NA;"LEMA";NA;NA;NA;0;125,5;154;0;NA;NA;"5_C2_LEMA_NA";0;0;0;0;0;"c";564;564;"c";564;49
26;2;5;"D5";NA;"LEMA";NA;NA;NA;0;127;158,5;0;NA;NA;"5_D5_LEMA_NA";0;0;0;0;0;"c";556;556;"c";556;67
26;2;3;"D5";NA;"LEMA";NA;NA;NA;0;83;60,5;0;NA;NA;"3_D5_LEMA_NA";0;0;0;0;0;"c";1273;1273;"c";1273;293
26;2;2;"B4";NA;"LEMA";NA;NA;NA;0;35;31;0;NA;NA;"2_B4_LEMA_NA";0;0;0;0;0;"c";344;344;"c";344;709
26;2;2;"E4";NA;"LEMA";NA;NA;NA;0;39,5;31;0;NA;NA;"2_E4_LEMA_NA";0;0;0;0;0;"c";275;275;"c";275;545
26;2;2;"C3";NA;"LEMA";NA;NA;NA;0;36,5;29,5;0;NA;NA;"2_C3_LEMA_NA";0;0;0;0;0;"c";311;311;"c";311;554
5;3;3;"C5";NA;"LEMA";NA;NA;NA;0;81,5;60,5;0;NA;NA;"3_C5_LEMA_NA";0;0;0;0;0;"c";1408;1408;"c";1408;235
5;3;3;"E4";NA;"LEMA";NA;NA;NA;0;84,5;59;0;NA;NA;"3_E4_LEMA_NA";0;0;0;0;0;"c";1113;1113;"c";1113;314
30;4;5;"B4";NA;"LEMA";NA;NA;NA;7;124;157;7;NA;NA;"5_B4_LEMA_NA";0;0;0;0;0;"c";592;592;"c";592;46
30;4;5;"C4";NA;"LEMA";NA;NA;NA;6;125,5;157;6;NA;NA;"5_C4_LEMA_NA";0;0;0;0;0;"c";442;442;"c";442;57
30;4;5;"C5";NA;"LEMA";NA;NA;NA;8;125,5;158,5;8;NA;NA;"5_C5_LEMA_NA";0;0;0;0;0;"c";522;522;"c";522;53
30;4;2;"B3";NA;"LEMA";NA;NA;NA;17;35;29,5;17;NA;NA;"2_B3_LEMA_NA";0;0;0;0;0;"c";335;335;"c";335;647
30;4;2;"B5";NA;"LEMA";NA;NA;NA;22;35;32,5;22;NA;NA;"2_B5_LEMA_NA";0;0;0;0;0;"c";372;372;"c";372;794
30;4;2;"C5";NA;"LEMA";NA;NA;NA;20;36,5;32,5;20;NA;NA;"2_C5_LEMA_NA";0;0;0;0;0;"c";419;419;"c";419;643
30;4;2;"C4";NA;"LEMA";NA;NA;NA;15;36,5;31;15;NA;NA;"2_C4_LEMA_NA";0;0;0;0;0;"c";284;284;"c";284;566
30;4;2;"D3";NA;"LEMA";NA;NA;NA;32;38;29,5;32;NA;NA;"2_D3_LEMA_NA";0;0;0;0;0;"c";303;303;"c";303;509
30;4;1;"B5";NA;"LEMA";NA;NA;NA;50;2;6,5;50;NA;NA;"1_B5_LEMA_NA";0;0;0;0;0;"c";130;130;"c";130;393
30;4;1;"B2";NA;"LEMA";NA;NA;NA;25;2;2;25;NA;NA;"1_B2_LEMA_NA";0;0;0;0;0;"c";234;234;"c";234;379
30;4;1;"C2";NA;"LEMA";NA;NA;NA;37;3,5;2;37;NA;NA;"1_C2_LEMA_NA";0;0;0;0;0;"c";108;108;"c";108;465
30;4;1;"C4";NA;"LEMA";NA;NA;NA;25;3,5;5;25;NA;NA;"1_C4_LEMA_NA";0;0;0;0;0;"c";101;101;"c";101;475
30;4;1;"D5";NA;"LEMA";NA;NA;NA;40;5;6,5;40;NA;NA;"1_D5_LEMA_NA";0;0;0;0;0;"c";145;145;"c";145;496
30;4;1;"D4";NA;"LEMA";NA;NA;NA;40;5;5;40;NA;NA;"1_D4_LEMA_NA";0;0;0;0;0;"c";127;127;"c";127;499
30;4;1;"D3";NA;"LEMA";NA;NA;NA;27;5;3,5;27;NA;NA;"1_D3_LEMA_NA";0;0;0;0;0;"c";134;134;"c";134;401
30;4;1;"E2";NA;"LEMA";NA;NA;NA;35;6,5;2;35;NA;NA;"1_E2_LEMA_NA";0;0;0;0;0;"c";265;265;"c";265;420
30;4;1;"E4";NA;"LEMA";NA;NA;NA;30;6,5;5;30;NA;NA;"1_E4_LEMA_NA";0;0;0;0;0;"c";157;157;"c";157;465
30;4;7;"C5";NA;"LEMA";NA;NA;NA;13;236,5;293,5;13;NA;NA;"7_C5_LEMA_NA";0;0;0;0;0;"c";1428;1428;"c";1428;298
30;4;7;"E2";NA;"LEMA";NA;NA;NA;7;239,5;289;7;NA;NA;"7_E2_LEMA_NA";0;0;0;0;0;"c";1248;1248;"c";1248;164
30;4;9;"B4";NA;"LEMA";NA;NA;NA;7;314;289;7;NA;NA;"9_B4_LEMA_NA";0;0;0;0;0;"c";492;492;"c";492;44
13;2;9;"C3";NA;"SCLA";NA;NA;NA;0;315,5;287,5;0;NA;NA;"9_C3_SCLA_NA";0;0;0;0;0;"c";461;461;"c";461;82
13;2;8;"B5";NA;"PUPA";NA;NA;NA;0;274;274,5;0;NA;NA;"8_B5_PUPA_NA";0;0;0;0;0;"c";1581;1581;"c";1581;268
13;2;8;"B4";NA;"PUPA";NA;NA;NA;0;274;273;0;NA;NA;"8_B4_PUPA_NA";0;0;0;0;0;"c";1639;1639;"c";1639;225
13;2;8;"B2";NA;"PUPA";NA;NA;NA;0;274;270;0;NA;NA;"8_B2_PUPA_NA";0;0;0;0;0;"c";1540;1540;"c";1540;93
13;2;8;"E5";NA;"PUPA";NA;NA;NA;0;278,5;274,5;0;NA;NA;"8_E5_PUPA_NA";0;0;0;0;0;"c";1312;1312;"c";1312;314
